term	reading	rank	meaning
育ち	ソダチ	7569	growth; breeding
市内	シナイ	7570	in the city; within the city
延びる	ノビル	7571	to stretch; to extend; to lengthen; to grow (of hair, height, grass, etc.)
甲斐がある	カイガアル	7572	
溝	ミゾ	7573	ditch; drain; gutter; trench
誠意	セイイ	7574	sincerity; good faith
言い張る	イイハル	7575	
克服	コクフク	7576	conquest (of a difficulty, illness, crisis, etc.); overcoming; surmounting; bringing under control
つむ	ツム	7577	
ある種	アルシュ	7578	
休める	ヤスメル	7579	to rest; to suspend; to give relief
にわたって	ニワタッテ	7580	throughout; over a period of ...; over a span of ...
くら	クラ	7581	warehouse; storehouse; cellar; magazine; granary; godown; depository; treasury; elevator
ほかにも	ホカニモ	7582	furthermore; even more
あたかも	アタカモ	7583	as if; as it were; as though
近いうちに	チカイウチニ	7584	
ふさぐ	フサグ	7585	to stop up; to close up; to block (up); to plug up; to shut up; to cover (ears, eyes, etc.); to close (eyes, mouth)
かかわる	カカワル	7586	to be involved (in); to get involved (in); to concern oneself (with); to take part (in); to interfere (in)
またまた	マタマタ	7587	
売り上げ	ウリアゲ	7588	amount sold; sales; proceeds; takings; turnover
３時	サンジ	7589	3 o'clock
させていただく	サセテイタダク	7590	
しまい	シマイ	7591	sisters
たやすい	タヤスイ	7592	easy; simple; light
と言ってもいい	トイッテモイイ	7593	
実際のところ	ジッサイノトコロ	7594	
あいさつ	アイサツ	7595	greeting; greetings; salutation; salute; polite set phrase used when meeting or parting from someone
色とりどり	イロトリドリ	7596	
つぶる	ツブル	7597	to close (one's eyes); to shut
わけにはいきません	ワケニハイキマセン	7598	
道のり	ミチノリ	7599	distance; journey; itinerary
ねる	ネル	7600	to sleep (lying down)
移行	イコウ	7602	transition; changeover; switchover; shift
手先	テサキ	7603	
大手	オオテ	7604	major company; big company
見送り	ミオクリ	7605	seeing (someone) off; send-off
それはそれは	ソレハソレハ	7606	
賢明	ケンメイ	7607	wise; sensible; well-advised; intelligent; sagacious; prudent
健在	ケンザイ	7608	in good health; alive and well; going strong
ことにより	コトニヨリ	7609	by (means of); by doing; due to; via; through
この目で	コノメデ	7610	
面識	メンシキ	7611	acquaintance
乾燥	カンソウ	7612	dryness; aridity; drying (e.g. clothes); dehydration; desiccation
片足	カタアシ	7613	
冴える	サエル	7614	to be clear (of a sight, sound, colour, etc.); to be bright; to be vivid; to be crisp
適度	テキド	7615	moderate (degree); proper (amount); temperate; suitable
必然的	ヒツゼンテキ	7616	inevitable; necessary
心の準備	ココロノジュンビ	7617	
承認	ショウニン	7618	recognition; acknowledgement; acknowledgment; approval; consent; agreement
端から	ハシカラ	7619	
古びる	フルビル	7620	
気分が悪い	キブンガワルイ	7621	
最小限	サイショウゲン	7622	minimum; lowest; minimal; least
まいか	マイカ	7623	
同席	ドウセキ	7624	being present (at the same meeting, occasion, etc.); attendance (with); sitting with; sitting next to
安らか	ヤスラカ	7625	peaceful; tranquil; calm; restful
娯楽	ゴラク	7626	amusement; entertainment; recreation; pleasure; pastime; hobby
大統領	ダイトウリョウ	7627	president (of a country)
読み上げる	ヨミアゲル	7628	to read out; to read aloud; to call out
まんまと	マンマト	7629	
何千	ナンゼン	7630	many thousands
談笑	ダンショウ	7631	friendly chat; pleasant chat; lighthearted talk; friendly conversation
仕返し	シカエシ	7632	
毎度	マイド	7633	each time; every time; always; often
取り合う	トリアウ	7634	
子孫	シソン	7635	descendant; progeny; offspring
弱まる	ヨワマル	7636	to abate; to weaken; to be emaciated; to be dejected; to be perplexed
お見通し	オミトオシ	7637	
旅に出る	タビニデル	7638	
盛り上げる	モリアゲル	7639	to pile up; to heap up
思い通り	オモイドオリ	7640	
腹を立てる	ハラヲタテル	7641	
ごゆっくり	ゴユックリ	7642	
運用	ウンヨウ	7643	making use of; application; practical use; effective management (e.g. of funds)
簡潔	カンケツ	7644	concise; brief; succinct; compact (style)
満つ	ミツ	7645	
もち	モチ	7646	mochi; small rice cake made from glutinous rice
絶つ	タツ	7647	to sever; to cut off
追い返す	オイカエス	7648	
一様	イチヨウ	7649	uniform; equal; even; the same; identical
改良	カイリョウ	7650	improvement; reform
ベース	ベース	7651	
間際	マギワ	7652	the point just before ...; the point of (doing); the verge (of); the eve (of)
限度	ゲンド	7653	limit; bounds
何か用	ナンカヨウ	7654	
退散	タイサン	7655	
多大	タダイ	7656	great (quantity, amount, etc.); huge; enormous; serious
とどめる	トドメル	7657	to stop; to halt; to hold back; to cease
発覚	ハッカク	7658	detection (of a plot, fraud, etc.); discovery; coming to light; being uncovered
空想	クウソウ	7659	daydream; fantasy; fancy; vision
泊める	トメル	7660	to give shelter to; to lodge; to put up; to accommodate
語り合う	カタリアウ	7661	
手っ取り早い	テットリバヤイ	7662	
ガタガタ	ガタガタ	7663	rattling; clattering
懲りる	コリル	7664	to learn by experience; to learn one's lesson; to learn the hard way
自負	ジフ	7665	pride; self-confidence; thinking highly of oneself; being proud of one's abilities or achievements
どうやったら	ドウヤッタラ	7666	
お世辞	オセジ	7667	flattery; compliment
形跡	ケイセキ	7668	traces; evidence
依存	イゾン	7669	dependence; reliance
割く	サク	7670	to tear; to rip up
確立	カクリツ	7671	establishment; settlement
充満	ジュウマン	7672	being filled with; being full of; permeation
言い過ぎる	イイスギル	7673	
接点	セッテン	7674	point of tangency; point of contact
入れ	イレ	7675	
この上	コノウエ	7676	
数千	スウセン	7677	thousands; several thousand
業界	ギョウカイ	7678	business world; business circles; (the) industry
素朴	ソボク	7679	simple; artless; naive; unsophisticated
絶大	ゼツダイ	7680	tremendous; immense; enormous; colossal; stupendous; huge
勇敢	ユウカン	7681	brave; courageous; gallant; valiant; heroic
その下に	ソノシタニ	7682	
味がする	アジガスル	7683	
乗り気	ノリキ	7684	interest; eagerness; enthusiasm
さい	サイ	7685	difference; disparity; gap
おかげさまで	オカゲサマデ	7686	thankfully; fortunately; luckily; by God's grace; under the gods' shadow
自分のために	ジブンノタメニ	7687	
細かいこと	コマカイコト	7688	trifles; minor details
３	サン	7689	three; 3
早く	ハヤク	7690	early; soon
話し声	ハナシゴエ	7691	speaking voice; talking voice
そうとも	ソウトモ	7692	
想像がつく	ソウゾウガツク	7693	
次に	ツギニ	7694	
まったい	マッタイ	7695	
かす	カス	7696	to lend; to loan
３回	サンカイ	7697	three times
かわる	カワル	7698	to change; to be transformed; to be altered; to vary
踏みにじる	フミニジル	7699	
思いつき	オモイツキ	7700	idea; plan; fancy; impulse; thought; whim; suggestion
石	コク	7701	koku; traditional unit of volume, approx. 180.4 litres
対	ツイ	7702	pair; couple; set
悪気	ワルギ	7703	ill will; malice; evil intent
同一	ドウイツ	7704	identical; same; one and the same; equal
反映	ハンエイ	7705	reflection (of light)
注意深い	チュウイブカイ	7706	attentive; cautious; careful; watchful
隅々	スミズミ	7707	every corner; every nook and cranny; all the ins and outs
中間	チュウカン	7708	middle; midway; halfway; centre; center
解明	カイメイ	7709	elucidation; explication; explaining; unravelling; clarification; understanding
中学校	チュウガッコウ	7710	junior high school; middle school; lower secondary school
出産	シュッサン	7711	childbirth; (giving) birth; delivery; parturition
サッカー	サッカー	7712	
押し上げる	オシアゲル	7713	
郊外	コウガイ	7714	suburb; residential area on the outskirt of a city; commuter belt
親族	シンゾク	7715	relative; relation; kin
弁解	ベンカイ	7716	explanation (e.g. for one's actions); excuse; justification; defense; defence
不運	フウン	7717	misfortune; bad luck; ill luck; ill fortune
何時間	ナンジカン	7718	how many hours
審査	シンサ	7719	judging; inspection; examination; investigation; review
怖い顔	コワイカオ	7720	
強まる	ツヨマル	7721	to get strong; to gain strength
取り入れる	トリイレル	7722	to take in; to gather in
株	カブ	7723	stock; share
実質	ジッシツ	7724	substance; essence
小石	コイシ	7725	pebble; small stone
誠に	マコトニ	7726	really; truly; very; extremely; exceedingly; sincerely
臭	シュウ	7727	state (of the US, Australia, India, Germany, etc.); province (e.g. of Canada); county (e.g. of the UK); region (e.g. of Italy); canton; oblast
無知	ムチ	7728	ignorance; innocence; stupidity
人柄	ヒトガラ	7729	personality; character; personal appearance; gentility
見苦しい	ミグルシイ	7730	unsightly; ugly; unseemly; indecent; deplorable; disgraceful; shameful
名称	メイショウ	7731	name; title
漢字	カンジ	7732	kanji; Chinese character
次ぐ	ツグ	7733	to follow; to come after; to come next (to); to rank next (to); to rank second (to)
印刷	インサツ	7734	printing
活発	カッパツ	7735	lively; active; vigorous; animated; brisk
沿う	ソウ	7736	to run along; to run beside; to stick to (a line)
発明	ハツメイ	7737	invention
苦	ク	7738	section (i.e. of text); sentence; passage; paragraph
参考になる	サンコウニナル	7739	
制	セイ	7740	system; organization; organisation; imperial command; laws; regulation; control; government; suppression; restraint; holding back; establishment
過激	カゲキ	7741	extreme (measure, idea, etc.); radical; violent (language)
っぱ	ッパ	7742	
職務	ショクム	7743	professional duties
会合	カイゴウ	7744	meeting; assembly; gathering
暮れる	クレル	7745	to get dark; to grow dark
番目	バンメ	7746	the nth ...
表明	ヒョウメイ	7747	declaration; indication; representation; manifestation; demonstration; expression; announcement; assertion
無口	ムクチ	7748	taciturn; reticent; quiet; silent; untalkative
喜ばしい	ヨロコバシイ	7749	joyful (news, event, etc.); joyous; delightful (e.g. result); pleasing (e.g. sight); gratifying; welcome; good; happy; glad; pleased
センター	センター	7750	
数回	スウカイ	7751	several times; a few times
念入り	ネンイリ	7752	careful; scrupulous; thorough; conscientious; elaborate; deliberate; attentive
だるい	ダルイ	7753	sluggish; languid; listless; heavy (heart, legs, etc.); dull
消化	ショウカ	7754	digestion (of food)
間隔	カンカク	7755	space; interval
良好	リョウコウ	7756	good; fine; excellent; favorable; favourable; satisfactory
押し切る	オシキル	7757	to overcome (opposition); to push past; to force one's way
全面的	ゼンメンテキ	7758	total; complete; all-out; general; extensive; full-scale
蓄える	タクワエル	7759	to store; to save up; to stock up on; to lay in stock; to set aside
何物	ナニモノ	7760	who; what kind of person
強要	キョウヨウ	7761	coercion; extortion; compulsion; force
